Scrip Code,Symbol,Scrip Name,ISIN,Instrument Type
504346,RRP,RRP Semiconductor Ltd,INE713N01013,Equity
504351,EMPOWER,Empower India Ltd,INE507F01023,Equity
504356,ZMULTIPU,Multipurpose Trading & Agencies Ltd,INE017P01014,Equity
504365,RIDHISYN,Ridhi Synthetics Ltd,INE07LK01010,Equity
504369,GRANDMA,Grandma Trading & Agencies Ltd,INE927M01029,Equity
504370,ZARDIINV,Ardi Investments & Trading Company Ltd,INE0LKP01014,Equity
504375,SOFTBPO,Softbpo Global Services Ltd,INE459E01012,Equity
504378,NYSSACORP,Nyssa Corporation Ltd,INE812K01027,Equity
504380,FLOMIC,Flomic Global Logistics Ltd,INE952M01019,Equity
504392,KRISHNA,Krishna Ventures Ltd,INE537L01010,Equity
504397,GANHOLD,Ganesh Holdings Ltd,INE932M01011,Equity
504398,SJCORP,SJ Corporation Ltd,INE312B01027,Equity
504605,UNIABEXAL,Uni Abex Alloy Products Ltd,INE361D01012,Equity
504614,SARDAEN,Sarda Energy & Minerals Ltd,INE385C01021,Equity
504646,BGWTATO,Bhagwati Autocast Ltd,INE106G01014,Equity
504648,BOMBWIR,Bombay Wire Ropes Ltd,INE089T01023,Equity
504671,CHASBRT,Chase Bright Steel Ltd,NA,Equity
504697,GALADA,Galada Power & Telecommunication Ltd,INE255C01026,Equity
504731,AZADIND,Azad India Mobility Ltd,INE566M01017,Equity
504741,INDIANHUME,Indian Hume Pipe Company Ltd,INE323C01030,Equity
504746,INLCM,Indian Link Chain Manufacturers Ltd,INE359D01024,Equity
504786,INVPRECQ,Investment & Precision Castings Ltd,INE155E01016,Equity
504810,INFORTEC,Informed Technologies India Ltd,INE123E01014,Equity
504840,KAIRA,Kaira Can Company Ltd,INE375D01012,Equity
504879,ORIENTCER,Orient Ceratech Ltd,INE569C01020,Equity
504882,NATIONSTD,National Standard (India) Ltd,INE166R01015,Equity
504903,RATHIST,Rathi Steel & Power Ltd,INE336C01016,Equity
504908,DUNCANENG,Duncan Engineering Ltd,INE340F01011,Equity
504918,SANDUMA,Sandur Manganese & Iron Ores Ltd,INE149K01016,Equity
504959,STOVACQ,Stovec Industries Ltd,INE755D01015,Equity
504961,TATAYODOGA,TAYO ROLLS LTD.,INE895C01011,Equity
504973,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,INE149A01033,Equity
504988,ZWELCAST,Welcast Steels Ltd,INE380G01015,Equity
504998,WMINIMT,Western Ministil Ltd,INE187U01015,Equity
505010,AUTOAXLES,Automotive Axles Ltd,INE449A01011,Equity
505029,ATLASCYCLE,Atlas Cycles (Haryana) Ltd,INE446A01025,Equity
505032,AUTOPRD,Automobile Products of India Ltd,INE0NY101012,Equity
505036,ACGL,Automobile Corporation of Goa Ltd,INE451C01013,Equity
505075,SETCO,Setco Automotive Ltd,INE878E01021,Equity
505100,INRADIA,India Radiators Ltd,INE461Y01016,Equity
505160,TALBROAUTO,Talbros Automotive Components Ltd,INE187D01029,Equity
505163,ZFSTEERING,ZF Steering Gear India Ltd,INE116C01012,Equity
505192,SMLMAH,SML Mahindra Ltd,INE294B01019,Equity
505196,TIL,TIL Ltd,INE806C01018,Equity
505200,EICHERMOT,Eicher Motors Ltd,INE066A01021,Equity
505212,JAINEX,Jainex Aamcol Ltd,INE280F01019,Equity
505216,ALFREDHE,Alfred Herbert India Ltd,INE782D01027,Equity
505232,VELJAN,Veljan Denison Ltd,INE232E01013,Equity
505242,DYNAMATECH,Dynamatic Technologies Ltd,INE221B01012,Equity
505250,GGDPROP,G. G. Dandekar Properties Ltd,INE631D01026,Equity
505255,GMMPFAUDLR,GMM Pfaudler Ltd,INE541A01023,Equity
505283,KIRLPNU,Kirloskar Pneumatic Company Ltd,INE811A01020,Equity
505285,TULIVE,Tulive Developers Ltd,INE637D01015,Equity
505299,KPT,KPT Industries Ltd,INE731D01024,Equity
505302,LAKSHMIEW,Lakshmi Engineering And Warehousing Ltd,INE718M01022,Equity
505320,LYNMC,Lynx Machinery & Commercials Ltd,INE732D01014,Equity
505324,MANUGRAPH,Manugraph India Ltd,INE867A01022,Equity
505336,HARSHILAGR,Harshil Agrotech Ltd,INE098E01026,Equity
505343,MONOT,Monotype India Ltd,INE811D01024,Equity
505355,NESCO,NESCO Ltd,INE317F01035,Equity
505358,INTEGRAEN,Integra Engineering India Ltd,INE984B01023,Equity
505368,SEMAC,Semac Construction Ltd,INE617A01013,Equity
505400,TEXINFRA,Texmaco Infrastructure & Holdings Ltd,INE435C01024,Equity
505412,WENDT,Wendt (India) Ltd,INE274C01019,Equity
505502,PSITINFRA,PS IT Infrastructure & Services Ltd,INE953M01033,Equity
505504,GHVINFRA,GHV Infra Projects Ltd,INE809Q01020,Equity
505509,RESPONIND,Responsive Industries Ltd,INE688D01026,Equity
505515,SHYMINV,Shyamkamal Investments Ltd,INE203N01015,Equity
505520,ZHEMHOLD,Hem Holdings & Trading Ltd,INE721U01011,Equity
505523,MAHACORP,Maharashtra Corporation Ltd,INE272E01027,Equity
505526,DOLATALGO,Dolat Algotech Ltd,INE966A01022,Equity
505533,WESTLIFE,Westlife Foodworld Ltd,INE274F01020,Equity
505537,ZEEL,Zee Entertainment Enterprises Ltd,INE256A01028,Equity
505585,ZKOVALIN,Kovalam Investment & Trading Company Ltd,INE735U01011,Equity
505590,SVPGLOB,SVP Global Textiles Ltd,INE308E01029,Equity
505594,MULTIIN,Multiplus Holdings Ltd,INE886E01016,Equity
505650,SKYLMILAR,Skyline Millars Ltd,INE178E01026,Equity
505681,BIMETAL,Bimetal Bearings Ltd,INE469A01019,Equity
505685,TAPARIA,Taparia Tools Ltd,INE614R01014,Equity
505688,BHARATGEAR,Bharat Gears Ltd,INE561C01019,Equity
505690,BRADYM,Brady & Morris Engineering Company Ltd,INE856A01017,Equity
505693,LATIMMETAL,La Tim Metal & Industries Ltd,INE501N01020,Equity
505700,ELECON,Elecon Engineering Company Ltd,INE205B01031,Equity
505703,DECANBRG,Deccan Bearings Ltd,INE498D01012,Equity
505710,GRAUWEIL,Grauer & Weil India Ltd,INE266D01021,Equity
505712,HIMTEK,Him Teknoforge Ltd,INE705G01021,Equity
505714,GABRIEL,Gabriel India Ltd,INE524A01029,Equity
505720,HERCULES,Hercules Investments Ltd,INE688E01024,Equity
505725,ALGOQUANT,Algoquant Fintech Ltd,INE598D01035,Equity
505726,IFBIND,IFB Industries Ltd,INE559A01017,Equity
505729,SINGER,Singer India Ltd,INE638A01035,Equity
505737,INTLCOMBQ,International Combustion India Ltd,INE403C01014,Equity
505744,FMGOETZE,Federal-Mogul Goetze (India) Ltd,INE529A01010,Equity
505750,JOSTS,Josts Engineering Company Ltd,INE636D01041,Equity
505790,SCHAEFFLER,Schaeffler India Ltd,INE513A01022,Equity
505797,MPCOSEMB,Mipco Seamless Rings Gujarat Ltd,INE860N01012,Equity
505800,RANEHOLDIN,Rane Holdings Ltd,INE384A01010,Equity
505807,ROLCOEN,Rolcon Engineering Company Ltd,INE775R01013,Equity
505827,SNL,SNL Bearings Ltd,INE568F01017,Equity
505840,JAIPAN,Jaipan Industries Ltd,INE058D01030,Equity
505850,MANCREDIT,Mangal Credit and Fincorp Ltd,INE545L01039,Equity
505854,TRF,TRF Ltd,INE391D01019,Equity
505872,WPIL,WPIL Ltd,INE765D01022,Equity
505890,KENNAMET,Kennametal India Ltd,INE717A01029,Equity
505893,HINDHARD,Hindustan Hardy Ltd,INE724D01011,Equity
505978,TRITONV,Triton Valves Ltd,INE440G01017,Equity
506003,SUDAI,Sudal Industries Ltd,INE618D01015,Equity
506022,PRAKASH,Prakash Industries Ltd,INE603A01013,Equity
506024,HVL,Hariyana Ventures Ltd,INE219D01012,Equity
506042,ZPRBHSTE,Prabhu Steel Industries Ltd,INE821R01015,Equity
506074,ARSHIYA,Arshiya Ltd,INE968D01022,Equity
506076,GRINDWELL,Grindwell Norton Ltd,INE536A01023,Equity
506079,LAKPRE,Lakshmi Precision Screws Ltd,INE651C01018,Equity
506105,STANROS,Stanrose Mafatlal Investments & Finance Ltd,INE441L01015,Equity
506109,GENESYS,Genesys International Corporation Ltd,INE727B01026,Equity
506120,ALNATRD,Alna Trading & Exports Ltd,INE07I701011,Equity
506122,VOLKAI,Kairosoft AI Solutions Ltd,INE820M01018,Equity
506128,PARNAXLAB,Parnax Lab Ltd,INE383L01019,Equity
506134,GOURMET,Gourmet Gateway India Ltd,INE512D01028,Equity
506146,VIVIDHA,Visagar Polytex Ltd,INE370E01029,Equity
506161,ISHWATR,Ishwarshakti Holdings & Traders Ltd,INE073I01012,Equity
506162,TERRAFORM,Terraform Magnum Ltd,INE122V01010,Equity
506166,APIS,Apis India Ltd,INE070K01014,Equity
506178,VELOX,Velox Shipping and Logistics Ltd,INE092P01017,Equity
506180,EMERGENT,Emergent Industrial Solutions Ltd,INE668L01013,Equity
506184,KANANIIND,Kanani Industries Ltd,INE879E01037,Equity
506186,GCKL,Galaxy Cloud Kitchens Ltd,INE403B01016,Equity
506190,ZSARVAMA,Sarvamangal Mercantile Company Ltd,INE978L01016,Equity
506194,ARIHANTSUP,Arihant Superstructures Ltd,INE643K01018,Equity
506196,VIKSHEN,VIKSIT ENGINEERING LTD.,INE965V01012,Equity
506197,BLISSGVS,Bliss GVS Pharma Ltd,INE416D01022,Equity
506222,STYRENIX,Styrenix Performance Materials Ltd,INE189B01011,Equity
506235,ALEMBICLTD,Alembic Ltd,INE426A01027,Equity
506248,AMNPLST,Amines & Plasticizers Ltd,INE275D01022,Equity
506260,ANUHPHR,Anuh Pharma Ltd,INE489G01022,Equity
506261,MODISONLTD,Modison Ltd,INE737D01021,Equity
506285,BAYERCROP,Bayer CropScience Ltd,INE462A01022,Equity
506313,SASHWAT,Sashwat Technocrats Ltd,INE789D01014,Equity
506365,STARSOURCE,Star Source Multi Trade Ltd,INE320M01019,Equity
506390,HEUBACHIND,Heubach Colorants India Ltd,INE492A01029,Equity
506395,COROMANDEL,Coromandel International Ltd,INE169A01031,Equity
506401,DEEPAKNTR,Deepak Nitrite Ltd,INE288B01029,Equity
506405,DMCC,DMCC Speciality Chemicals Ltd,INE505A01010,Equity
506414,FERMENTA,Fermenta Biotech Ltd,INE225B01021,Equity
506480,GOCLCORP,GOCL Corporation Ltd,INE077F01035,Equity
506520,JAYCH,Jayshree Chemicals Ltd,INE693E01016,Equity
506525,KANORICHEM,Kanoria Chemicals & Industries Ltd,INE138C01024,Equity
506528,KELENRG,KELTECH Energies Ltd,INE881E01017,Equity
506530,KEMP,Kemp & Company Ltd,INE060E01018,Equity
506532,NITTAGELA,Nitta Gelatin India Ltd,INE265B01019,Equity
506543,MPAGI,MP Agro Industries Ltd,INE468C01017,Equity
506579,AGVENTURES,AG Ventures Ltd,INE321D01016,Equity
506580,PBGLOBAL,PB Global Ltd,INE615W01011,Equity
506590,PCBL,PCBL Chemical Ltd,INE602A01031,Equity
506597,AMAL,Amal Ltd,INE841D01013,Equity
506605,POLYCHEM,Polychem Ltd,INE752B01024,Equity
506618,PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd,INE277B01014,Equity
506640,ZR2,ZR2 Bioenergy Ltd,INE218N01021,Equity
506642,SADHNANIQ,Sadhana Nitro Chem Ltd,INE888C01040,Equity
506655,SUDARSCHEM,Sudarshan Chemical Industries Ltd,INE659A01023,Equity
506680,TECILCHEM,Tecil Chemicals & Hydro Power Ltd,INE014B01011,Equity
506685,ULTRAMAR,Ultramarine & Pigments Ltd,INE405A01021,Equity
506687,TRANSPEK,Transpek Industry Ltd,INE687A01016,Equity
506690,UNICHEMLAB,Unichem Laboratories Ltd,INE351A01035,Equity
506734,MYSORPETRO,Mysore Petro Chemicals Ltd,INE741A01011,Equity
506767,ALKYLAMINE,Alkyl Amines Chemicals Ltd,INE150B01039,Equity
506808,TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd,INE400A01014,Equity
506820,ASTRAZEN,AstraZeneca Pharma India Ltd,INE203A01020,Equity
506852,PRIMO,Primo Chemicals Ltd,INE607A01022,Equity
506854,TANFACIND,TANFAC Industries Ltd,INE639B01015,Equity
506858,GUJPETR,Gujarat Petrosynthese Ltd,INE636P01011,Equity
506863,SWADEIN,Swadeshi Industries & Leasing Ltd,INE716M01034,Equity
506867,MASCH,Master Chemicals Ltd,INE523D01017,Equity
506879,GUJTHEM,Gujarat Themis Biosyn Ltd,INE942C01045,Equity
506906,SCBL,Saptak Chem And Business Ltd,INE467X01023,Equity
506919,MAKERSL,Makers Laboratories Ltd,INE987A01010,Equity
506935,CONTCHM,Continental Chemicals Ltd,INE423K01015,Equity
506943,JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,INE572A01036,Equity
506945,IGLFXPL-B,Indo Gulf Industries Ltd,INE684U01011,Equity
506947,ADVPETR-B,Advance Petrochemicals Ltd,INE334N01018,Equity
506975,RAJSPTR,Rajasthan Petro Synthetics Ltd,INE374C01017,Equity
506979,APTPACK,Apt Packaging Ltd,INE046E01025,Equity
506981,BLUECHIPT,Bluechip Tex Industries Ltd,INE472D01017,Equity
507155,JAGAJITIND,Jagatjit Industries Ltd,INE574A01016,Equity
507180,KESARENT,Kesar Enterprises Ltd,INE133B01027,Equity
507205,TI,Tilaknagar Industries Ltd,INE133E01013,Equity
507265,EMERALL,Emerald Leisures Ltd,INE044N01021,Equity
507300,RAVALSUGAR,The Ravalgaon Sugar Farm Ltd,INE615A01025,Equity
507315,SAKHTISUG,Sakthi Sugars Ltd,INE623A01011,Equity
507410,WALCHANNAG,Walchandnagar Industries Ltd,INE711A01022,Equity
507438,IFBAGRO,IFB Agro Industries Ltd,INE076C01018,Equity
507474,KFBL,Kothari Fermentation & Biochem Ltd,INE991B01010,Equity
507486,CAPRO,Caprolactam Chemicals Ltd,INE470N01010,Equity
507488,GMBREW,GM Breweries Ltd,INE075D01018,Equity
507490,RANASUG,Rana Sugars Ltd,INE625B01014,Equity
507498,PICCASUG,Piccadily Sugar & Allied Industries Ltd,INE544C01023,Equity
507514,SDBL,Som Distilleries & Breweries Ltd,INE480C01038,Equity
507515,CJGEL,CJ Gelatine Products Ltd,INE557D01015,Equity
507526,ASALCBR,Associated Alcohols & Breweries Ltd,INE073G01016,Equity
507530,THAKKERS,Thakkers Group Ltd,INE04VT01017,Equity
507543,CORAGRO,Coromandel Agro Products & Oils Ltd,INE495D01018,Equity
507552,FOODSIN,Foods & Inns Ltd,INE976E01023,Equity
507580,IVP,IVP Ltd,INE043C01018,Equity
507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,INE014E01015,Equity
507609,OLYOI,Olympic Oil Industries Ltd,INE286E01019,Equity
507621,MLKFOOD,Milkfood Ltd,INE588G01021,Equity
507645,POLSON,Polson Ltd,INE339F01021,Equity
507663,SIGNGCL,Signature Green Corporation Ltd,INE131O01024,Equity
507685,WIPRO,Wipro Ltd,INE075A01022,Equity
507690,ORIBEVER,Orient Beverages Ltd,INE247F01018,Equity
507717,DHANUKA,Dhanuka Agritech Ltd,INE435G01025,Equity
507747,TTKHLTCARE,TTK Healthcare Ltd,INE910C01018,Equity
507753,TGVSL,TGV Sraac Ltd,INE284B01028,Equity
507759,LIMECHM,Lime Chemicals Ltd,INE891G01011,Equity
507779,KANPRPLA,Kanpur Plastipack Ltd,INE694E01014,Equity
507785,TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd,INE123C01018,Equity
507789,JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd,INE048B01035,Equity
507794,KHAICHEM,Khaitan Chemicals & Fertilizers Ltd,INE745B01028,Equity
507808,UNTTEMI,United Leasing & Industries Ltd,INE357P01014,Equity
507813,NOL,National Oxygen Ltd,INE296D01010,Equity
507815,GILLETTE,Gillette India Ltd,INE322A01010,Equity
507817,WIREFABR,Wires & Fabriks SA Ltd,INE469D01013,Equity
507828,ANSALHSG,Ansal Housing Ltd,INE880B01015,Equity
507833,COMPUPN,Computer Point Ltd,INE607B01012,Equity
507836,MCCHRLS-B,Mac Charles India Ltd,INE435D01014,Equity
507852,ADDIND,Addi Industries Ltd,INE757C01021,Equity
507864,PIONRINV,Pioneer Investcorp Ltd,INE746D01014,Equity
507872,ASHNOOR,Ashnoor Textile Mills Ltd,INE372I01018,Equity
507878,UNITECH,Unitech Ltd,INE694A01020,Equity
507880,VIPIND,VIP Industries Ltd,INE054A01027,Equity
507910,FIBERWEB,Fiberweb India Ltd,INE296C01020,Equity
507912,LKPFIN,LKP Finance Ltd,INE724A01017,Equity
507917,EASTBUILD,East Buildtech Ltd,INE706N01017,Equity
507938,MNPLFIN,Manipal Finance Corporation Ltd,INE798E01013,Equity
507944,BAJAJST,Bajaj Steel Industries Ltd,INE704G01024,Equity
507946,KIDUJA,Kiduja India Ltd,INE845A01028,Equity
507948,KEYCORP,Key Corporation Ltd,INE130F01016,Equity
507952,SHIKHARLETR,Shikhar Leasing & Trading Ltd,INE02BV01019,Equity
507960,GUJHOTE,Gujarat Hotels Ltd,INE621C01011,Equity
507962,FYNX,Fynx Capital Ltd,INE455H01013,Equity
507966,RASRESOR,Ras Resorts & Apart Hotels Ltd,INE651D01016,Equity
507968,JOLYPLS,Jolly Plastic Industries Ltd,INE289M01016,Equity
507970,PARMCOS-B,Paramount Cosmetics India Ltd,INE143I01013,Equity
507981,JINDHOT,Jindal Hotels Ltd,INE726D01016,Equity
507984,SERIND,SER Industries Ltd,INE358F01013,Equity
507987,JPTRLES,Jupiter Industries & Leasing Ltd,INE990E01016,Equity
507998,SIMMOND,Simmonds Marshall Ltd,INE657D01021,Equity
508136,BNALTD,B & A Ltd,INE489D01011,Equity
508486,HAWKINCOOK,Hawkins Cookers Ltd,INE979B01015,Equity
508494,WARRENTEA,Warren Tea Ltd,INE712A01012,Equity
508571,COCHMAL,Cochin Malabar Estates & Industries Ltd,INE788M01017,Equity
508664,BESTEAST,Best Eastern Hotels Ltd,INE553F01035,Equity
508670,NEAGI,Neelamalai Agro Industries Ltd,INE605D01012,Equity
508807,ISTLTD,I S T Ltd,INE684B01029,Equity
508814,COSMOFIRST,Cosmo First Ltd,INE757A01017,Equity
508860,DIAMANT,Diamant Infrastructure Ltd,INE206I01026,Equity
508867,NEWMKTADV,New Markets Advisory Ltd,INE800K01014,Equity
508869,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,INE437A01024,Equity
508875,NITINCAST,Nitin Castings Ltd,INE861H01020,Equity
508905,NEXOME,Nexome Capital Markets Ltd,INE641A01013,Equity
508906,EVERESTIND,Everest Industries Ltd,INE295A01018,Equity
508918,IRONWOOD,Ironwood Education Ltd,INE791H01011,Equity
508922,MSRINDIA,MSR India Ltd,INE331L01026,Equity
508929,AIRLTD,Avishkar Infra Realty Ltd,INE433O01024,Equity
508933,AYMSYNTEX,AYM Syntex Ltd,INE193B01039,Equity
508941,PANCARBON,Panasonic Carbon India Company Ltd,INE013E01017,Equity
508954,FINKURVE,Finkurve Financial Services Ltd,INE734I01027,Equity
508956,HBLEAS,HB Leasing & Finance Company Ltd,INE549B01016,Equity
508961,SHRICON,Shricon Industries Ltd,INE753D01010,Equity
508963,TRUSTWAVE,Trustwave Securities Ltd,INE668Y01016,Equity
508969,SULABEN,Sulabh Engineers & Services Ltd,INE673M01029,Equity
508980,FRONTCAP,Frontier Capital Ltd,INE977E01013,Equity
508989,NAVNETEDUL,Navneet Education Ltd,INE060A01024,Equity
508993,KEDIACN,Kedia Construction Company Ltd,INE511J01027,Equity
508996,SATRAPROP,SATRA PROPERTIES (INDIA) LTD.,INE086E01021,Equity
509003,TRANOCE,Transoceanic Properties Ltd,INE074J01018,Equity
509009,AUSOMENT,AuSom Enterprise Ltd,INE218C01016,Equity
509015,THAKRAL,Thakral Services India Ltd,INE190F01028,Equity
509020,RUCHINFRA,Ruchi Infrastructure Ltd,INE413B01023,Equity
509024,GOLDLEG,Golden Legand Leasing & finance Ltd,INE088E01019,Equity
509026,VJTFEDU,VJTF Eduservices Ltd,INE117F01013,Equity
509038,VOLLF,Voltaire Leasing & Finance Ltd,INE763D01019,Equity
509040,NETLINK,Netlink Solutions India Ltd,INE040F01033,Equity
509046,TRILIANCE,Triliance Polymers Ltd,INE778N01016,Equity
509048,LANCORHOL,Lancor Holdings Ltd,INE572G01025,Equity
509051,INDINFO,Indian Infotech & Software Ltd,INE300B01022,Equity
509053,BANASFN,Banas Finance Ltd,INE521L01030,Equity
509055,VISAKAIND,Visaka Industries Ltd,INE392A01021,Equity
509069,INFOMEDIA,Infomedia Press Ltd,INE669A01022,Equity
509073,HATHWAYB,Hathway Bhawani Cabletel & Datacom Ltd,INE525B01016,Equity
509079,GUFICBIO,Gufic Biosciences Ltd,INE742B01025,Equity
509084,PHOTON,Photon Capital Advisors Ltd,INE107J01016,Equity
509099,OSWALEA,Oswal Leasing Ltd,INE811Q01018,Equity
509152,GRPLTD,GRP Ltd,INE137I01015,Equity
509162,INDAG,Indag Rubber Ltd,INE802D01023,Equity
509196,MMRUBBR-B,MM Rubber Company Ltd,INE159E01026,Equity
509220,PTL,PTL Enterprises Ltd,INE034D01049,Equity
509243,TVSSRICHAK,TVS Srichakra Ltd,INE421C01016,Equity
509423,SEL,Sanathnagar Enterprises Ltd,INE367E01033,Equity
509438,BENARAS,Benares Hotels Ltd,INE664D01019,Equity
509449,BHAGWOX,Bhagawati Oxygen Ltd,INE026I01010,Equity
509470,BOMOXY-B1,Bombay Oxygen Investments Ltd,INE01TL01014,Equity
509472,CRAVATEX,Cravatex Ltd,INE145E01017,Equity
509480,BERGEPAINT,Berger Paints India Ltd,INE463A01038,Equity
509486,CAPRIHANS,Caprihans India Ltd,INE479A01018,Equity
509488,GRAPHITE,Graphite India Ltd,INE371A01025,Equity
509496,CEMPRO,Cemindia Projects Ltd,INE686A01026,Equity
509525,EMPIND,Empire Industries Ltd,INE515H01014,Equity
509546,GRAVISSHO,Graviss Hospitality Ltd,INE214F01026,Equity
509557,GARFIBRES,Garware Technical Fibres Ltd,INE276A01018,Equity
509563,GARWAMAR,Garware Marine Industries Ltd,INE925D01014,Equity
509567,GOACARBON,Goa Carbon Ltd,INE426D01013,Equity
509597,HARDCAS,Hardcastle & Waud Manufacturing Company Ltd,INE722D01015,Equity
509631,HEG,HEG Ltd,INE545A01024,Equity
509635,HINDCOMPOS,Hindustan Composites Ltd,INE310C01029,Equity
509650,ZHINDHSG,Hindustan Housing Company Ltd,INE083O01019,Equity
509675,BIRLANU,Birlanu Ltd,INE557A01011,Equity
509692,INDIANCARD,Indian Card Clothing Company Ltd,INE061A01014,Equity
509709,INTLCONV,International Conveyors Ltd,INE575C01027,Equity
509715,JAYSREETEA,Jay Shree Tea & Industries Ltd,INE364A01020,Equity
509732,KOTIC,Kothari Industrial Corporation Ltd,INE972A01020,Equity
509760,MODRNSH,Modern Shares & Stockbrokers Ltd,INE370A01019,Equity
509762,MAPROIN,Mapro Industries Ltd,INE848M01019,Equity
509782,OSEASPR,Oseaspre Consultants Ltd,INE880P01015,Equity
509820,HUHTAMAKI,Huhtamaki India Ltd,INE275B01026,Equity
509835,PREMSYN,Premier Synthetics Ltd,INE940N01012,Equity
509845,RJSHAH,RJ Shah & Company Ltd,INE712Z01019,Equity
509870,SHAHCON,Shah Construction Company Ltd,INE02C301011,Equity
509874,SHALPAINTS,Shalimar Paints Ltd,INE849C01026,Equity
509887,SINNAR,Sinnar Bidi Udyog Ltd,INE896E01023,Equity
509895,HINDMILL,Hindoostan Mills Ltd,INE832D01020,Equity
509910,ZSOUTGAS,Southern Gas Ltd,INE532U01012,Equity
509917,TECHCON,Technojet Consultants Ltd,INE881P01013,Equity
509930,SUPREMEIND,Supreme Industries Ltd,INE195A01028,Equity
509945,THACKER,Thacker & Company Ltd,INE077P01034,Equity
509953,TRADWIN,Trade Wings Ltd,INE961E01017,Equity
509960,UPHOT,UP Hotels Ltd,INE726E01014,Equity
509966,VSTIND,VST Industries Ltd,INE710A01016,Equity
510245,SWASTIVI,Swasti Vinayaka Synthetics Ltd,INE804A01025,Equity
511000,MADHUSE,Madhusudan Securities Ltd,INE856D01011,Equity
511012,YAMNINV,Yamini Investments Company Ltd,INE457N01025,Equity
511016,PREMCAP,Premier Capital Services Ltd,INE946K01023,Equity
511018,ZMILGFIN,Milgrey Finance & Investments Ltd,INE679T01013,Equity
511034,JINDRILL,Jindal Drilling & Industries Ltd,INE742C01031,Equity
511048,KUSUMEL,Kusam Electrical Industries Ltd,INE175Q01018,Equity
511060,JUMBFNL,Jumbo Finance Ltd,INE122N01017,Equity
511066,SAKTHIFIN,Sakthi Finance Ltd,INE302E01014,Equity
511074,EASYFIN,Easy Fincorp Ltd,INE407F01018,Equity
511076,AEROENTER,Aeroflex Enterprises Ltd,INE065D01027,Equity
511092,JMDVL,JMD Ventures Ltd,INE047E01031,Equity
511096,TVOLCON,Tivoli Construction Ltd,INE747V01014,Equity
511108,SHIVATEX,Shiva Texyarn Ltd,INE705C01020,Equity
511110,VBDESAI,V B Desai Financial Services Ltd,INE848D01018,Equity
511116,QUADRANT,Quadrant Televentures Ltd,INE527B01020,Equity
511122,1STCUS,First Custodian Fund India Ltd,INE609B01018,Equity
511131,KAMANWALA,Kamanwala Housing Construction Ltd,INE344D01018,Equity
511144,AXISOL,Axis Solutions Ltd,INE520G01024,Equity
511147,WSFX,WSFx Global Pay Ltd,INE549D01012,Equity
511153,ANJANIFOODS,Anjani Foods Ltd,INE096I01021,Equity
511169,RKDAGRRTL,RKD Agri & Retail Ltd,INE552N01023,Equity
511176,PARSHWANA,Parshwanath Corporation Ltd,INE635I01018,Equity
511185,RAJVI,Rajvi Logitrade Ltd,INE381N01019,Equity
511187,MILLENNIUM,Millennium Online Solutions ( India ) Ltd,INE570N01025,Equity
511194,ICDSLTD,ICDS Ltd,INE613B01010,Equity
511196,CANFINHOME,Can Fin Homes Ltd,INE477A01020,Equity
